country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
USA,United States of America,Caro,USA0001874,9.4,43.4659,-83.3278,Oil,,,,1976.489362,Thumb Electric Coop of Mich,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34642,2017,0.00686,0,0,0.00686,0,
USA,United States of America,Carol Jean Solar,USA0059017,4,36.3161,-80.1444,Solar,,,,2017,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0.031,6.787,1.783710672
USA,United States of America,Carousel Wind Farm LLC,USA0059975,150,39.334,-102.173,Wind,,,,2015,Carousel Wind Farm  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67998,2017,,,73.7,579.696,649.012,26.61113338
USA,United States of America,Carpenter,USA0000166,56,34.4425,-93.0262,Hydro,,,,1932,Entergy Arkansas Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,13520,2017,101.031,106.981,104.959,70.029,70.86,
USA,United States of America,Carr Street Generating Station,USA0050978,122.6,43.0613,-76.0824,Gas,Oil,,,1993,Carr Street Generating Sta LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35738,2017,41.333,0,307.320002,0,85.261,
USA,United States of America,Carrier Clinic,USA0059297,1.5,40.47,-74.685,Solar,,,,2009,Sunlight General Solar Fund II  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.042,1.99,2.14,2.121,1.917,
USA,United States of America,Carroll Area Wind Farm,USA0059071,20.7,41.9414,-94.8861,Wind,,,,2015,NJR Clean Energy Ventures Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67721,2017,,,76.495,91.593,88.296,3.672336407
USA,United States of America,Carroll County Energy,USA0059773,832.3,40.6044,-81.0592,Gas,,,,2018,Carroll County Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,465.335,5863.944006
USA,United States of America,Carroll Wind Farm,USA0056809,150,42.1622,-94.93,Wind,,,,2009,MidAmerican Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,60536,2017,533.811,517.495,507.127,515.448,491.02,
USA,United States of America,Carrollton,USA0002120,20.6,39.3515,-93.5016,Gas,Oil,,,1969.461165,Carrollton Board of Public Wks,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15646,2017,0.259,,-0.492,0.043,0,145.1366653
USA,United States of America,Carson Cogeneration,USA0010169,55.8,33.8759,-118.2491,Gas,,,,1990,Carson Cogeneration Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,16934,2017,280.08847,35.961,33.199,37.159,4.841,
USA,United States of America,Carson Ice-Gen Project,USA0007527,125.5,38.4457,-121.4624,Gas,Biomass,,,1995,Sacramento Municipal Util Dist,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,31877,2017,400.556003,395.452002,416.065999,380.260996,286.634996,
USA,United States of America,Carson Solar I,USA0057509,2,38.7228,-104.7817,Solar,,,,2008,Carson Solar 1 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57729,2017,2.501,2.11,2.411,2.695,2.189,
USA,United States of America,Carstensen Wind,USA0056410,1.7,44.0247,-96.4369,Wind,,,,2005,Carstensen Wind LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.834,5.665,5.318,5.234,4.795,
USA,United States of America,Carter Hydro,USA0058622,2.6,40.3242,-105.2089,Hydro,,,,2012,Northern Colorado Water Conservancy District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,7.007,6.276,6.481,8.275,8.811,
USA,United States of America,Carter PV1,USA0059156,5,35.0211,-78.7875,Solar,,,,2015,Ecoplexus  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68843,2017,,0,9.238,10.024,10.036,
USA,United States of America,Carters,USA0006130,500,34.6121,-84.6733,Hydro,,,,1976,USCE-Mobile District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35541,2017,219.987,71.403,85.81,69.706,4.568,
USA,United States of America,Carthage,USA0002121,41.8,37.1766,-94.2994,Gas,Oil,,,1965.074163,City of Carthage - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15660,2017,0.126,-0.624,0.237,-0.115,-0.041,
USA,United States of America,Carthage Energy LLC,USA0010620,62.9,43.9842,-75.6225,Gas,Oil,,,1991,Carthage Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33710,2017,0,11.417,10.062,10.397,4.901,
USA,United States of America,Carty Generating Station,USA0058503,500,45.6986,-119.8131,Gas,,,,2016,Portland General Electric Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,1362.782,2394.265,3522.734594
USA,United States of America,Carver Falls,USA0006456,1.9,43.6262,-73.3073,Hydro,,,,1922,Green Mountain Power Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15960,2017,7.621,5.304,0.243,5.428,5.533,
USA,United States of America,Carver MA 1,USA0060442,2,41.9428,-70.7611,Solar,,,,2016,Clean Energy Collective LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,1.035,3.031,0.891855336
USA,United States of America,Carville Energy LLC,USA0055404,570,30.2294,-91.065,Gas,,,,2003,Carville Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46237,2017,2246.533,2067.416,2709.824,2495.579,3102.168,
USA,United States of America,Cascade,USA0001129,5.2,42.2982,-91.012,Oil,Gas,,,1976.153846,Cascade Municipal Utilities,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15669,2017,0.017,0.011,0.01,0.026,0.066,
USA,United States of America,Cascade Creek,USA0006058,84.9,44.0322,-92.4908,Gas,Oil,,,1990.869258,Rochester Public Utilities,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,31579,2017,8.316,9.064,34.658,39.268,25.785,
USA,United States of America,Cascade Dam,USA0050436,1.6,42.9094,-85.4989,Hydro,,,,1987,STS HydroPower Ltd-Cascade Dam,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,7.974,8.29,7.158,7.999,4.789,
USA,United States of America,Cascade Dam,USA0000813,12.4,44.5256,-116.0483,Hydro,,,,1984,Idaho Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,39.982,43.078,31.539,42.248,47.655,
USA,United States of America,Cascade Solar,USA0058590,18.5,34.1572,-116.2344,Solar,,,,2014,Cascade Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64680,2017,,51.327,55.967,52.502,49.704,
USA,United States of America,Casey City of,USA0056053,5.4,39.3106,-87.9926,Oil,,,,2002,City of Casey - (IL),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.04,0.09,0.048,0.047,0.099,
USA,United States of America,Cashton,USA0004107,3.5,43.7429,-90.7803,Oil,Gas,,,1983.942857,Village of Cashton - (WI),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15692,2017,0.00686,,0.0049,0.024,0.00882,19.55029346
USA,United States of America,Cashton Greens Wind Farm,USA0057968,5,43.7339,-90.805,Wind,,,,2012,Cashton Greens Wind Farm LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,64191,2017,10.957,12.038,11.195,11.563,11.418,
USA,United States of America,Casper Wind Farm,USA0057093,17,42.8847,-106.2214,Wind,,,,2010,Chevron USA,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,60421,2017,43.971,42.376,37.035,42.051,41.131,
USA,United States of America,Cass County,USA0055972,345,40.9479,-95.964,Gas,,,,2003,Omaha Public Power District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28897,2017,82.621,21.018,16.286,28.252,17.098,
USA,United States of America,Casselman Wind Power Project,USA0056369,34.5,39.85,-79.138,Wind,,,,2008,Avangrid Renewables LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,56664,2017,94.308,97.984,90.934,90.562,96.763,
USA,United States of America,Cassia Gulch,USA0056935,18.9,42.8744,-115.0172,Wind,,,,2009,Cassia Gulch Wind Park  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,43.378,45.077,35.488,43.19,38.814,
USA,United States of America,Cassia Wind,USA0056934,10.5,42.8444,-115.0369,Wind,,,,2009,Cassia Wind Farm  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,62633,2017,24.827,26.647,20.562,24.506,22.11,
USA,United States of America,Castaic,USA0000392,1682,34.5872,-118.6566,Hydro,,,,1975.866825,Los Angeles Department of Water & Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25083,2017,0,0,0,0,356.72,
USA,United States of America,Castalia Solar,USA0058849,2,36,-77.7833,Solar,,,,2014,Castalia Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,2.422,3.747,3.825,3.781,
USA,United States of America,Castle Rock,USA0004079,15,43.8656,-89.9514,Hydro,,,,1950.2,Wisconsin River Power Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37269,2017,90.806,111.912,95.138,117.866,112.297,
USA,United States of America,Castle Rock Vineyards,USA0057870,1,35.8011,-119.1106,Solar,,,,2010,Castle Rock Cooling,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,65590,2017,1.898,1.766,1.907,1.733,1.64,
USA,United States of America,Castleton Energy Center,USA0010190,72,42.5375,-73.7433,Gas,Oil,,,1992,Fortistar Castleton Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,23942,2017,105.63711,229.367996,283.834999,264.880004,156.869001,
USA,United States of America,Castor Solar,USA0060277,1.5,35.211,-119.3873,Solar,,,,2016,ZGlobal Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,1.457,2.782,0.668891502
USA,United States of America,Catalina Solar 2  LLC,USA0059334,18,34.8122,-118.3528,Solar,,,,2015,Dominion Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63728,2017,,,23.722,56.517,55.397,8.026698023
USA,United States of America,Catalina Solar LLC,USA0057708,110,34.9383,-118.3345,Solar,,,,2013,EDF Renewable Asset Holdings  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63728,2017,204.236,287.983,279.893,269.368,269.22,
USA,United States of America,Cataract (MI),USA0007118,2,46.3156,-87.5128,Hydro,,,,1988,Renewable World Energies LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35494,2017,0,0,0.216,5.808,7.923,
USA,United States of America,Cataract Hydro,USA0001486,6.6,43.4956,-70.4472,Hydro,,,,1937,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,33.143,37.579,30.687,23.381,25.529,
USA,United States of America,Catawba,USA0006036,2410.2,35.0514,-81.0694,Nuclear,,,,1985.5,Duke Energy Carolinas  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18709,2017,19165.965,18711.509,18377.461,19558.264,19706.683,
USA,United States of America,Catawba River Pollution Control,USA0056553,1.3,35.7766,-81.6643,Oil,,,,2009,City of Morganton - (NC),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,67602,2017,0.056,0.035,0.036,0.026,0.012,
USA,United States of America,Catawba Solar LLC,USA0060800,2,35.61,-80.53,Solar,,,,2016,Catawba Solar LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0.082,2.688,0.891855336
USA,United States of America,Caterpillar,USA0050935,13.3,40.4175,-86.8447,Oil,Gas,,,2005.052632,Caterpillar Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,32.209,37.457,40.221,28.342,33.826,
USA,United States of America,Causey,USA0007548,2.1,41.2972,-111.5888,Hydro,,,,1998,Weber Basin Water Conserv Dist,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46837,2017,2.291,3.487,3.026,4.532,7.416,
USA,United States of America,Cavendish,USA0003710,1.7,43.3812,-72.5982,Hydro,,,,1907,Green Mountain Power Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15962,2017,3.832,5.304,3.605,3.831,5.394,
USA,United States of America,Cayuga,USA0001001,1184.9,39.9242,-87.4244,Coal,Oil,Gas,,1973.097561,Duke Energy Indiana  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30785,2017,0,4527.375985,4992.861971,0,5734.610032,
USA,United States of America,Cayuga Operating Company,USA0002535,322.5,42.6028,-76.6336,Coal,Oil,,,1956.555349,Cayuga Operating Company  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,804.609996,916.218003,531.521,566.747004,224.302003,
USA,United States of America,Cecil County CCVT HS,USA0060353,2,39.651,-75.8083,Solar,,,,2016,SunE DB42  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,3.473,3.45,0.891855336
USA,United States of America,Cedar Bayou,USA0003460,1530,29.75,-94.9256,Gas,,,,1971.5,NRG Texas Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22391,2017,1232.281,1313.92,2342.859,1447.075,1692.521,
USA,United States of America,Cedar Bayou 4,USA0056806,535.5,29.7516,-94.9231,Gas,,,,2009,NRG Cedar Bayou Development Company LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22391,2017,1037.454,1048.105,1300.541,1249.776,1430.973,
USA,United States of America,Cedar Bluff Wind  LLC,USA0060069,198.6,38.6976,-99.7293,Wind,,,,2016,Cedar Bluff Wind  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68805,2017,,,69.296,814.638,812.798,35.2331406
USA,United States of America,Cedar Branch,USA0060266,5.9,39.5033,-74.9645,Solar,,,,2016,NJR Clean Energy Ventures Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,1.307,9.716,2.630973241
USA,United States of America,Cedar Cliff,USA0002743,6.4,35.2531,-83.0983,Hydro,,,,1952,Duke Energy Carolinas  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27074,2017,27.471,17.842,9.484,15.833,15.207,
USA,United States of America,Cedar Creek,USA0003255,45,34.5414,-80.8756,Hydro,,,,1926,Duke Energy Carolinas  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,199.668,156.153,146.249,120.759,113.07,
USA,United States of America,Cedar Creek II,USA0057210,248.3,40.9475,-103.7839,Wind,,,,2011,AE Power Services LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,61702,2017,811.375,758.709,654.254,751.628,713.395,
USA,United States of America,Cedar Creek PV,USA0061376,1.8,40.6489,-73.5067,Solar,,,,2017,AES Distributed Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.72,0.802669802
USA,United States of America,Cedar Creek Wind,USA0056371,300.5,40.8944,-104.0206,Wind,,,,2007,Leeward Asset Management  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,55284,2017,879.922,842.744,744.451,852.867,794.301,
USA,United States of America,Cedar Falls (WA),USA0006430,30,47.4193,-121.7819,Hydro,,,,1925,City of Seattle - (WA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32343,2017,76.889,65.197,47.084,67.964,82.923,
USA,United States of America,Cedar Falls (WI),USA0003998,6,44.9367,-91.8883,Hydro,,,,1912,Northern States Power Co - Minnesota,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28245,2017,30.084,44.252,39.361,42.75,44.308,
USA,United States of America,Cedar Hills,USA0057298,5.4,47.4558,-122.0428,Waste,Oil,,,2009,Bio Energy Washington  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,23.153,24.486,26.044,27.02056,28.39452,
USA,United States of America,Cedar Hills Wind Farm,USA0057171,19.5,46.2456,-103.7672,Wind,,,,2010,Montana-Dakota Utilities Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,59080,2017,54.805,59.42,57.147,60.79,59.276,
USA,United States of America,Cedar Point Wind,USA0057315,252,39.4218,-103.6781,Wind,,,,2011,Cedar Point LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,61495,2017,757.472,764.234,645.035,661.318,743.686,
USA,United States of America,Cedar Ridge,USA0056347,67.7,43.6926,-88.3297,Wind,,,,2009,Wisconsin Power & Light Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,54781,2017,181.366,176.921,193.496,177.225,173.78,
USA,United States of America,Cedar Solar  LLC,USA0060135,5,34.9158,-77.7757,Solar,,,,2015,SRE Utility Solar 1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.807,9.865,9.838,2.22963834
USA,United States of America,Cedar Valley Solar Plant,USA0058599,3,37.8078,-113.09,Solar,,,,2016,First Wind O&M  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.048,3.131,5.684,1.337783004
USA,United States of America,Cedartown Battery Energy Storage Project,USA0060561,1,34.041,-85.2233,Storage,,,,2015,Georgia Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,-0.076,0.053,
USA,United States of America,Cedarville CSG,USA0060757,2.5,41.8027,-70.5498,Solar,,,,2017,Altus Power America Management  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,1.293,1.11481917
USA,United States of America,Cedro Hill Wind LLC,USA0057260,150,27.5761,-98.9053,Wind,,,,2011,NRG Energy Gas & Wind Holdings Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,61124,2017,514.184,519.889,475.295,486.736,510.426,
USA,United States of America,Celanese Acetate LLC,USA0052089,27.2,37.3439,-80.765,Gas,Oil,,,1950.558824,Celanese Acetate LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,169.40941,152.786616,148.58818,0,155.58061,
USA,United States of America,Celina Solar Project #1  LLC,USA0058665,4,40.5406,-84.5906,Solar,,,,2013,Celina Solar Project #1  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66032,2017,,6.139,6.05,6.166,4.831,
USA,United States of America,Cellu Tissue,USA0058116,3,41.7761,-72.6067,Gas,,,,2009,Dunn Paper East Hartford  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,14.058,15.583,15.655,14.621,15.141,
USA,United States of America,Centaurus Community Solar,USA0060939,2,44.9491,-95.5113,Solar,,,,2017,Centaurus Community Solar,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.766,0.891855336
USA,United States of America,Centaurus Solar - MA,USA0061371,2.4,42.253,-71.426,Solar,,,,2016,LSE Centaurus LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,3.32343,1.070226403
USA,United States of America,Centennial,USA0007112,5.1,55.1214,-131.5603,Oil,,,,1997.588235,Metlakatla Power & Light,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26128,2017,-0.189,-0.039,1.328,3.046,3.568,
USA,United States of America,Centennial Generating Station,USA0057910,11.5,46.8661,-96.7464,Oil,,,,2011,City of Moorhead - (MN),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,-0.267,-0.278,-0.241,-0.2,-0.204,
USA,United States of America,Centennial Wind Farm,USA0056380,120,36.6377,-99.6019,Wind,,,,2007,Oklahoma Gas & Electric Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,55634,2017,388.053,379.362,318.46,336.352,245.186,
USA,United States of America,Center,USA0000491,1.5,37.7536,-106.1047,Oil,,,,1960.333333,City of Center - (CO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15811,2017,0,0,0,0,0,
USA,United States of America,Center Falls,USA0010853,1.1,43.0967,-73.4602,Hydro,,,,1984,Hollingworth & Vose Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22252,2017,0.002,2.097,2.664,2.431,3.191,
USA,United States of America,Center Hill,USA0006417,135,36.0972,-85.8274,Hydro,,,,1950.666667,USCE-Nashville District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35539,2017,398.104,346.07,360.766,215.591,347.276,
USA,United States of America,Center Peaker,USA0056475,59.8,33.9296,-118.1046,Gas,Storage,,,2008.672241,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,19.979,19.464,28.755,27.378,22.699,
USA,United States of America,Centerville PH,USA0000224,6.4,39.7889,-121.6574,Hydro,,,,1900,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29364,2017,,,,,,292.4363571
USA,United States of America,Centinela Solar Energy,USA0058430,174.8,32.6869,-115.6478,Solar,,,,2013.456522,Centinela Solar Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,61381,2017,50.036,449.236,509.851,484.764,467.598,
USA,United States of America,CentraState Medical Center PV Facility,USA0059630,5.2,40.2361,-74.3214,Solar,,,,2014,KDC Solar O&M LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68323,2017,,0.038,8.496,8.48,7.904,
USA,United States of America,Central Antelope Dry Ranch B LLC,USA0060281,3,34.7055,-118.3014,Solar,,,,2017,Sustainable Power Group  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,1.478,1.337783004
USA,United States of America,Central Antelope Dry Ranch C,USA0059963,20,34.7205,-118.3005,Solar,,,,2016,Sustainable Power Group  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,28.606,37.166,8.918553359
USA,United States of America,Central District Wastewater Treat Plant,USA0054623,4.8,25.7486,-80.1528,Biomass,,,,2014,Miami Dade Water & Sewer Dept,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37701,2017,14.227,15.305,14.147,14.679,8.88,
USA,United States of America,Central Energy Facility,USA0058400,10,34.6794,-82.8403,Gas,,,,2000,Clemson University - Main Campus,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.87,3.258,1.57388,0.539,0.231,
USA,United States of America,Central Energy Plant,USA0007294,70,28.4263,-81.5809,Gas,Oil,,,1989,Reedy Creek Improvement Dist,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,354.423998,0,262.794003,0,0,
USA,United States of America,Central Energy Plant USU,USA0058139,5,41.7486,-111.8117,Gas,Oil,,,2004,Utah State University,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,60728,2017,0,0,0,0,27.825,
USA,United States of America,Central Hudson High Falls,USA0000579,3.2,41.8288,-74.1319,Hydro,,,,1987,Central Hudson Gas & Elec Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.524,0,0,0.147,2.863,
USA,United States of America,Central Michigan University,USA0056190,4.8,43.5905,-84.779,Gas,Waste,Oil,,1990.375,Central Michigan University,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15923,2017,0,0,0,0,29.1403,
USA,United States of America,Central Plains Wind Farm,USA0056818,99,38.5032,-101.1615,Wind,,,,2009,Westar Energy Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,50748,2017,299.05,293.767,275.377,276.422,274.815,
USA,United States of America,Central Plant,USA0010280,4.1,34.8718,-82.366,Oil,,,,1999.95122,Bob Jones University,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,14704,2017,0.004,0,0,0,0.01568,
USA,United States of America,Central Power Plant,USA0050621,10,41.745,-71.4584,Oil,Gas,,,1997,State of Rhode Island,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,27.766,55.85798131
USA,United States of America,Central Utilities Plant LAX 2,USA0058258,9.2,33.9439,-118.4042,Gas,,,,2015,LAX Airport,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25080,2017,,,10.81038,30.74456,29.13148,64.81831654
USA,United States of America,Central Utility Plant,USA0010184,14.3,30.3974,-97.8426,Gas,Oil,,,1988,Minnesota Mining & Mfg Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,20.998,20.88,21.393,19.938,19.068,
