country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017
USA,United States of America,Great Lakes Hydro America - ME,USA0054134,138,45.6472,-68.7044,Hydro,1951,Great Lakes Hydro America LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,679.375,696.797,647.006,630.122,651.668
USA,United States of America,Green Island Hydroelectric Station,USA0061207,6,42.7481,-73.6902,Hydro,1922,Albany Engineering Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27816,2017,,,,35.376,41.138
USA,United States of America,Green Lake,USA0000313,18.6,56.9863,-135.1227,Hydro,1982,City & Borough of Sitka - (AK),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32770,2017,60.781,70.792,49.511,35.983,54.587
USA,United States of America,Green Mountain,USA0000516,26,39.8788,-106.3327,Hydro,1943,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35643,2017,33.149,93.802,76.642,59.568,56.94
USA,United States of America,Green Peter,USA0003080,80,44.4494,-122.5494,Hydro,1967,USACE Northwestern Division,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35563,2017,235.619,299.515,150.826,215.9,276.245
USA,United States of America,Green Springs,USA0006403,17.2,42.1212,-122.5479,Hydro,1960,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35641,2017,56.96,64.423,54.481,52.255,43.685
USA,United States of America,Greenup Hydro,USA0004258,70.2,38.6472,-82.8594,Hydro,1983,City of Hamilton - (OH),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21698,2017,320.001,203.74,228.454,306.968,259.045
USA,United States of America,Greers Ferry Lake,USA0000188,96,35.5207,-91.9953,Hydro,1964,USCE-Little Rock District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35561,2017,124.885,149.328,270.873,198.122,164.651
USA,United States of America,Greg Avenue,USA0006643,1,34.2079,-118.3516,Hydro,1980,Metropolitan Water District of S CA,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26173,2017,0,0,0,0,2.16
USA,United States of America,Gregg Falls,USA0050384,3.5,43.0168,-71.5679,Hydro,1986,Eagle Creek RE LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27159,2017,9.711,11.694,8.157,6.699,9.893
USA,United States of America,Grizzly,USA0007338,22,39.8893,-121.2792,Hydro,1993,City of Santa Clara - (CA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32084,2017,108.94752,5.854,12.037,40.738,91.213
USA,United States of America,Gross Hydro Plant,USA0010424,7.8,39.9456,-105.3565,Hydro,2007,Denver City & County of,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,21.955,18.539,16.857,15.66
USA,United States of America,Ground Water Pumping Station,USA0050105,5.4,45.5558,-122.4947,Hydro,1985,Portland City of,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,
USA,United States of America,Guernsey,USA0004178,6.4,42.2899,-104.7606,Hydro,1928,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35640,2017,8.711,15.838,18.089,17.942,12.004
USA,United States of America,Gulf Island,USA0001491,19.2,44.1529,-70.2094,Hydro,1926,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15898,2017,125.828,141.869,130.206,121.358,134.951
USA,United States of America,Guntersville,USA0000048,115.2,34.4213,-86.3939,Hydro,1943,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34347,2017,839.939,713.367,740.864,506.256,724.522
USA,United States of America,H 4,USA0003583,2.4,29.4952,-97.6249,Hydro,1931,Guadalupe Blanco River Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.01,2.064,7.745,11.955,9.798
USA,United States of America,H 5,USA0003584,2.4,29.4681,-97.4919,Hydro,1931,Guadalupe Blanco River Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21550,2017,3.646,2.29,7.834,1.988,0
USA,United States of America,H M Jackson,USA0007588,111.8,47.9084,-121.8144,Hydro,1984,PUD 1 of Snohomish County,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32872,2017,452.063,514.33569,371.62224,483.805,453.152
USA,United States of America,H Neely Henry Dam,USA0000011,72.9,33.7845,-86.0524,Hydro,1966,Alabama Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12587,2017,297.81,198.568,198.745,154.855,176.239
USA,United States of America,Haas,USA0000240,135,36.9274,-119.0203,Hydro,1959,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29386,2017,181.774,138.226,35.18,344.669,757.886
USA,United States of America,Hadley Falls,USA0001605,33.4,42.2119,-72.6036,Hydro,1967,City of Holyoke Gas and Electric Dept.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22554,2017,185.126,98.741,103.787,75.698,182.033
USA,United States of America,Hailesboro 4 Plant,USA0010544,1.4,44.3117,-75.445,Hydro,1922,CHI Energy Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.296,11.669,10.024,9.951,13.203
USA,United States of America,Haiwee,USA0000398,5.6,36.1097,-117.9567,Hydro,1927,Los Angeles Department of Water & Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25092,2017,3.343,3.536,-0.083,6.77,16.496
USA,United States of America,Halifax,USA0050178,1.6,36.7817,-78.9236,Hydro,1915,Banister Hydro LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34070,2017,1.33848,1.89486,2.651,3.887,2.667
USA,United States of America,Halsey,USA0000241,13.6,38.957,-121.0419,Hydro,1917,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29385,2017,44.306,24.258,14.612,29.404,31.493
USA,United States of America,Hamilton Branch,USA0000242,5.3,40.2687,-121.0895,Hydro,1921,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29387,2017,9.621,4.101,4.033,10.118,8.307
USA,United States of America,Hamilton Hydro,USA0007807,2.2,39.4128,-84.5558,Hydro,1994,City of Hamilton - (OH),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.175,4.866,4.151,4.095,5.093
USA,United States of America,Hampshire Paper,USA0010116,3.4,44.2965,-75.3665,Hydro,1987,Hampshire Paper Co Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,20.992,18.774,15.872,16.867,19.976
USA,United States of America,Hannawa,USA0002571,8,44.6192,-74.9733,Hydro,1917,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27818,2017,12.304,47.045,38.247,46.179,56.211
USA,United States of America,Hardy,USA0001707,31.5,43.4866,-85.6299,Hydro,1931,Consumers Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17522,2017,112.75,108.301,94.948,103.775,118.092
USA,United States of America,Harriman,USA0003746,33.6,42.7936,-72.9144,Hydro,1924,Great River Hydro  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27435,2017,97.944,99.382,64.713,65.211,110.915
USA,United States of America,Harris Dam,USA0006188,135,33.2583,-85.616,Hydro,1983,Alabama Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12584,2017,201.884,147.978,157.611,114.934,136.982
USA,United States of America,Harris Energy Realty,USA0054981,1.3,42.2052,-72.5929,Hydro,1986,City of Holyoke Gas and Electric Dept.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,63274,2017,0,0,0,0,0
USA,United States of America,Harris Hydro,USA0001492,76.4,45.4592,-69.8658,Hydro,1954,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15897,2017,211.024,207.992,195.368,181.609,244.278
USA,United States of America,Harry Truman,USA0006141,161.4,38.2623,-93.4062,Hydro,1982,USCE-Kansas City District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35562,2017,310.83,98.877,342.938,285.915,206.81
USA,United States of America,Hartwell Lake,USA0000754,420,34.3564,-82.8219,Hydro,1966,USCE-Savannah District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35564,2017,517.349,451.36,359.282,437.21,250.514
USA,United States of America,Hastings City Hydroelectric,USA0054285,4.4,44.7602,-92.8677,Hydro,1992,Hastings Lock & Dam,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,18.717,18.178,27.684,18.422,17.897
USA,United States of America,Hat Creek 1,USA0000243,10,40.9293,-121.5445,Hydro,1921,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29383,2017,19.585,20.956,22.156,25.538,34.504
USA,United States of America,Hat Creek 2,USA0000244,10,40.9607,-121.5487,Hydro,1921,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29384,2017,36.412,32.216,30.899,32.645,41.712
USA,United States of America,Hat Rapids,USA0004064,1.7,45.5711,-89.4806,Hydro,1955,Wisconsin Public Service Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37247,2017,8.209,9.647,7.388,9.413,10.091
USA,United States of America,Hatchet Creek Project,USA0010882,6.8,40.8741,-121.9204,Hydro,1987,Mega Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,11.781,5.821,4.116,20.683,14.389
USA,United States of America,Hauser,USA0002185,14.2,46.7659,-111.8873,Hydro,1912,NorthWestern Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26733,2017,115.817,111.83,122.257,120.437,130.317
USA,United States of America,Haw River Hydro,USA0010258,1.5,35.9483,-79.3244,Hydro,1981,Haw River Hydro Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,6.904,5.368,5.811,6.025,4.123
USA,United States of America,Hawks Nest Hydro,USA0050011,102,38.1478,-81.1753,Hydro,1936,Hawks Nest Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,56289,2017,638.596,503.989,527.024,471.673,513.069
USA,United States of America,Haypress,USA0010253,10,39.5657,-120.5817,Hydro,1989,EIF Haypress LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21922,2017,9.298,6.168,1.916,24.682,22.879
USA,United States of America,Hazelton B Hydro,USA0054558,7.6,42.6051,-114.093,Hydro,1993,Hazelton/Wilson Joint Venture,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32752,2017,22.808,23.139,23.564,22.271,21.795
USA,United States of America,Head of U Canal Hydro Project,USA0061217,1.2,42.7628,-114.3958,Hydro,2015,North Side Energy Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,68920,2017,,,,4.388,4.372
USA,United States of America,Headgate Rock,USA0007179,19.5,34.1683,-114.2774,Hydro,1993,Colorado River Indian Irr Proj,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,45554,2017,78.877,79.916,73.405,75.735,72.811
USA,United States of America,Heart Mountain,USA0006408,5,44.5138,-109.1296,Hydro,1949,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35642,2017,17.292,18.14,17.239,17.72,23.242
USA,United States of America,Hells Canyon,USA0003013,391.5,45.2439,-116.7008,Hydro,1968,Idaho Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22758,2017,1422.25,1623.091,1461.432,1792.718,2514.407
USA,United States of America,Helms Pumped Storage,USA0006100,1053,37.0293,-118.9683,Hydro,1984,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29382,2017,-308.524,-209.45,-250.413,-498.562,-290.22
USA,United States of America,Hemlock Falls,USA0001777,2.8,46.1311,-88.225,Hydro,1953,Wisconsin Electric Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37184,2017,8.764,9.65,8.568,11.324,14.78
USA,United States of America,Hennepin Island,USA0001911,13.7,44.9824,-93.2542,Hydro,1955,Northern States Power Co - Minnesota,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28258,2017,35.984,63.382,80.87,93.614,73.681
USA,United States of America,Herkimer,USA0052057,1.6,43.0336,-74.9834,Hydro,1988,ECOsponsible LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34828,2017,,,,,
USA,United States of America,Herrings,USA0002572,5.4,44.0217,-75.6511,Hydro,1924,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27820,2017,22.728,18.085,15.524,15.766,23.241
USA,United States of America,Heuvelton,USA0002573,1,44.6172,-75.4042,Hydro,1924,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27819,2017,5.413,4.727,4.518,3.485,4.07
USA,United States of America,Hewittville Hydroelectric,USA0050268,3,44.7052,-75.0079,Hydro,1984,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12371,2017,17.596,14.622,14.397,14.091,16.128
USA,United States of America,Hickman,USA0000162,1,37.6215,-120.7462,Hydro,1979,Turlock Irrigation District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35102,2017,3.785,2.857,2.481,3.36,3.852
USA,United States of America,High Dam,USA0002574,11.9,43.4436,-76.4961,Hydro,1934,Oswego City of,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27817,2017,45.96,49.807,45.107,35.598,43.257
USA,United States of America,High Falls (WI),USA0004065,7,45.2794,-88.1997,Hydro,1910,Wisconsin Public Service Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37248,2017,14.693,19.889,20.149,21.113,28.08
USA,United States of America,High Falls - Croghan NY,USA0002575,6,43.9247,-75.3731,Hydro,1925,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27824,2017,30.246,35.077,25.565,27.824,35.027
USA,United States of America,High Falls - Saranac NY,USA0002530,15,44.6389,-73.7492,Hydro,1952,New York State Elec & Gas Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,85.217,75.823,69.642,66.265,58.67
USA,United States of America,High Rock Hydro,USA0054896,33,35.6008,-80.2339,Hydro,1927,Cube Hydro Carolinas Yadkin,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37456,2017,177.705,125.216,110.38,123.068,101.115
USA,United States of America,High Shoals Hydro (GA),USA0010121,1.4,33.8165,-83.5049,Hydro,1988,High Shoals Hydro,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22107,2017,1.216,0.89,0.39,0.87,0
USA,United States of America,High Shoals Hydro (NC),USA0010550,1.8,35.3943,-81.201,Hydro,1934,Mills Shoals Hydro Co Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17396,2017,6.083,17.169,3.797,3.553,2.847
USA,United States of America,Highgate Falls,USA0006618,11.1,44.9336,-73.0511,Hydro,1968,Village of Swanton - (VT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,43.96,41.783,41.029,41.302,39.206
USA,United States of America,Higley,USA0002576,6,44.5306,-74.9331,Hydro,2003,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27821,2017,40.266,33.444,31.808,33.061,42.251
USA,United States of America,Hillcrest Pump Station,USA0054142,2,39.6419,-104.9138,Hydro,1993,Denver City & County of,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18299,2017,0,3.422,0.61,7.518,5.28
USA,United States of America,Hills Creek,USA0003081,30,43.7107,-122.4238,Hydro,1962,USACE Northwestern Division,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35566,2017,129.042,108.905,76.698,96.5,157.222
USA,United States of America,Hillsborough Hosiery,USA0010036,1.2,43.1139,-71.894,Hydro,1990,Silverstreet Hydro,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33649,2017,0,1.011,1.855,2.397,4.074
USA,United States of America,Hiram,USA0001493,10.5,43.8525,-70.7969,Hydro,1969,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15899,2017,44.23,49.619,42.501,40.798,39.053
USA,United States of America,Hiwassee Dam,USA0002780,165.6,35.1509,-84.1775,Hydro,1949,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34350,2017,430.987,250.965,307.722,244.627,180.166
USA,United States of America,Hodenpyl,USA0001708,17,44.3629,-85.82,Hydro,1925,Consumers Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17523,2017,50.256,55.117,47.846,50.017,53.376
USA,United States of America,Hoist,USA0007115,3.4,46.5628,-87.5686,Hydro,1988,Upper Peninsula Power Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35499,2017,13.076,12.585,12.378,12.881,17.612
USA,United States of America,Holcomb Rock,USA0056314,1.8,37.5035,-79.3006,Hydro,1920,Holcomb Rock Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.512,5.418,6.472,3.424,0
USA,United States of America,Holcombe,USA0004007,33.9,45.2236,-91.1272,Hydro,1950,Northern States Power Co - Minnesota,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,28314,2017,101.967,121.951,115.31,141.162,139.006
USA,United States of America,Hollidays Bridge Hydro,USA0003261,4,34.5275,-82.375,Hydro,1997,Northbrook Carolina Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18723,2017,13.962,11.102,10.218,8.387,8.665
USA,United States of America,Hollow Dam Power Partnership,USA0010124,1,44.2965,-75.3361,Hydro,1988,Ampersand Hollow Dam Hydro LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30555,2017,2.66,3.049,2.973,2.504,3.347
USA,United States of America,Holt Dam,USA0000012,46.9,33.2553,-87.4495,Hydro,1968,Alabama Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12588,2017,193.247,72.223,30.242,129.325,154.683
USA,United States of America,Holter,USA0002186,38.4,46.9915,-112.0047,Hydro,1918,NorthWestern Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26735,2017,226.345,249.642,258.627,254.064,299.866
USA,United States of America,Holtwood,USA0003145,247.3,39.8272,-76.3318,Hydro,1968,BIF III Holtwood LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29945,2017,608.977,871.418,856.236,831.689,1060.281
USA,United States of America,Hooksett,USA0002359,1.6,43.1017,-71.4657,Hydro,1927,Public Service Co of NH,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,30822,2017,9.36,7.884,7.157,4.638,7.773
USA,United States of America,Hoover Dam (AZ),USA0008902,1039.4,36.0155,-114.738,Hydro,1944,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35645,2017,1245.441,1436.779,1401.847,1818.612,1653.271
USA,United States of America,Hoover Dam (NV),USA0000154,1039.4,36.0155,-114.738,Hydro,1941,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35644,2017,2624.633,2352.308,2248.649,1748.122,1738.883
USA,United States of America,Horse Mesa,USA0000145,129.5,33.5907,-111.344,Hydro,1962,Salt River Project,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,31945,2017,41.102,15.396,41.225,45.429,21.869
USA,United States of America,Horseshoe Bend Hydroelectric Co,USA0054524,9.4,43.9041,-116.2442,Hydro,1995,Horseshoe Bend Hydroelectric Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,24669,2017,40.983,44.794,42.403,46.502,36.999
USA,United States of America,Hudson Falls Hydroelectric Project,USA0054953,44,43.2958,-73.5956,Hydro,1995,Boralex Hydro Operations Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,206.724,197.302,180.446,168.098,231.472
USA,United States of America,Humpback Creek,USA0007042,1.2,60.6128,-145.6794,Hydro,1991,Cordova Electric Coop  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17662,2017,3.51,3.1,3.051,3.743,3.035
USA,United States of America,Hungry Horse,USA0002203,428,48.3415,-114.0144,Hydro,1953,U S Bureau of Reclamation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35647,2017,1023.385,1004.871,1000.298,835.162,1034.475
USA,United States of America,Huntington Falls,USA0050713,5.7,44.0703,-73.1961,Hydro,1988,Green Mountain Power Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35979,2017,21.75,18.442,15.548,6.981,12.165
USA,United States of America,Hydraulic Race,USA0002578,3,43.1709,-78.6916,Hydro,1942,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27825,2017,10.265,9.328,9.716,10.685,9.313
USA,United States of America,Hydro II,USA0007034,6.6,41.7437,-111.7832,Hydro,1986,City of Logan - (UT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,10.034,15.849,16.39,19.658,30.092
USA,United States of America,Hydro III,USA0003675,1.4,41.7464,-111.746,Hydro,1926,City of Logan - (UT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.707,4.736,5,5.108,6.049
USA,United States of America,Hydro Kennebec Project,USA0054148,15.4,44.563,-69.6192,Hydro,1989,Hydro Kennebec LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35316,2017,89.911,89.439,40.68,61.113,72.646
USA,United States of America,Hydro Plant,USA0001856,2.2,41.9711,-85.5381,Hydro,1957,City of Sturgis,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,8.647,8.771,7.633,9.228,7.907
USA,United States of America,Hydro Plant No 3,USA0000925,2.8,39.2056,-111.3344,Hydro,1984,City of Ephraim - (UT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.387,2.75,2.8,2.7,2.125
USA,United States of America,Ice Harbor,USA0003925,603,46.2498,-118.8798,Hydro,1970,USACE Northwestern Division,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35565,2017,1385.372,1725.926,1439.3,1667.942,2036.324
USA,United States of America,Indian Orchard,USA0006379,3.7,42.161,-72.5076,Hydro,1928,Nautilus Hydro  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36695,2017,7.274,4.57,3.803,3.601,6.454
USA,United States of America,Indian Valley Dam Hydro Project,USA0050129,2.9,39.0788,-122.5356,Hydro,1983,Yolo County Flood Control WCD,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,23001,2017,5.463,0,1.555,1.91,3.6
USA,United States of America,Inghams,USA0002579,6,43.061,-74.7643,Hydro,1912,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27822,2017,30.408,28.366,20.597,18.155,30.024
USA,United States of America,Inks,USA0003598,15,30.7316,-98.3854,Hydro,1938,Lower Colorado River Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25175,2017,6.384,4.682,1.951,16.479,9.154
USA,United States of America,Inskip,USA0000248,7.6,40.401,-121.9655,Hydro,1979,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29393,2017,35.431,27.483,15.099,18.808,10.74
USA,United States of America,International Falls Power,USA0010487,14.2,48.6081,-93.4043,Hydro,1941,Boise White Paper LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,54.744,1.88,62.95905,59.472,88.662
USA,United States of America,International Paper Jay Hydro,USA0050047,3.1,44.5037,-70.221,Hydro,1912,Eagle Creek RE LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,12.713,15.18,15.201,13.782,13.422
USA,United States of America,International Paper Livermore Hydro,USA0050082,9.2,44.4705,-70.1873,Hydro,1920,Eagle Creek RE LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,37.278,34.169,31.828,29.113,31.047
USA,United States of America,International Paper Riley Hydro,USA0050081,6.6,44.5034,-70.2491,Hydro,1982,Eagle Creek RE LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,28.407,26.399,21.796,24.322,24.86
